1.1079,0.45455,0.66667,0.98007
1.0993,0.45455,0.66527,0.9691
1.0895,0.45455,0.66389,0.95636
1.0787,0.45455,0.6625,0.94216
1.0673,0.45456,0.66113,0.92676
1.0552,0.45457,0.65976,0.91038
1.0427,0.45458,0.65839,0.89324
1.0298,0.4546,0.65703,0.87549
1.0167,0.45461,0.65568,0.85727
1.0034,0.45463,0.65433,0.83867
0.98994,0.45465,0.65299,0.81975
0.97635,0.45467,0.65166,0.80054
0.96262,0.45469,0.65033,0.78104
0.94874,0.45472,0.649,0.76121
0.93467,0.45475,0.64768,0.741
0.92036,0.45477,0.64637,0.72031
0.90574,0.45481,0.64506,0.69906
0.89074,0.45484,0.64376,0.67712
0.87527,0.45488,0.64246,0.65435
0.85923,0.45491,0.64117,0.63059
0.84253,0.45495,0.63988,0.6057
0.82506,0.455,0.6386,0.5795
0.80672,0.45504,0.63732,0.55181
0.78741,0.45509,0.63605,0.52248
0.76702,0.45513,0.63479,0.49133
0.74546,0.45518,0.63353,0.45819
0.72264,0.45524,0.63227,0.42293
0.69849,0.45529,0.63103,0.38541
0.67294,0.45535,0.62978,0.34551
0.64595,0.4554,0.62854,0.30316
0.61749,0.45546,0.62731,0.25829
0.58757,0.45553,0.62608,0.21091
0.55621,0.45559,0.62486,0.16103
0.52347,0.45566,0.62364,0.10873
0.48943,0.45573,0.62243,0.054149
0.45422,0.4558,0.62122,-0.0025403
0.41799,0.45587,0.62002,-0.061096
0.38093,0.45594,0.61882,-0.12122
0.34326,0.45602,0.61763,-0.18257
0.30523,0.4561,0.61644,-0.24474
0.26712,0.45618,0.61526,-0.30728
0.22922,0.45626,0.61408,-0.36973
0.19185,0.45635,0.61291,-0.43155
0.15531,0.45644,0.61174,-0.49224
0.11993,0.45652,0.61058,-0.55127
0.086023,0.45662,0.60942,-0.60811
0.053871,0.45671,0.60827,-0.66227
0.023746,0.4568,0.60712,-0.7133
-0.004115,0.4569,0.60598,-0.76078
-0.029513,0.457,0.60484,-0.80437
-0.05229,0.4571,0.60371,-0.84378
-0.072333,0.45721,0.60258,-0.87879
-0.089578,0.45731,0.60145,-0.90928
-0.10401,0.45742,0.60034,-0.93519
-0.11564,0.45753,0.59922,-0.95653
-0.12455,0.45764,0.59811,-0.97339
-0.13085,0.45776,0.59701,-0.98593
-0.13467,0.45787,0.59591,-0.99436
-0.13618,0.45799,0.59481,-0.99893
-0.13557,0.45811,0.59372,-0.99993
-0.13303,0.45823,0.59263,-0.99769
-0.12877,0.45836,0.59155,-0.99253
-0.12301,0.45849,0.59048,-0.98479
-0.11595,0.45862,0.5894,-0.97482
-0.10778,0.45875,0.58834,-0.96293
-0.098695,0.45888,0.58727,-0.94943
-0.088858,0.45901,0.58621,-0.9346
-0.078421,0.45915,0.58516,-0.91868
-0.067515,0.45929,0.58411,-0.9019
-0.056247,0.45943,0.58306,-0.88443
-0.044708,0.45958,0.58202,-0.86643
-0.032962,0.45972,0.58099,-0.84801
-0.021056,0.45987,0.57996,-0.82925
-0.0090169,0.46002,0.57893,-0.81018
0.0031488,0.46017,0.5779,-0.79083
0.015451,0.46033,0.57689,-0.77117
0.027914,0.46048,0.57587,-0.75116
0.040579,0.46064,0.57486,-0.73072
0.053499,0.4608,0.57386,-0.70977
0.066735,0.46097,0.57285,-0.68819
0.080362,0.46113,0.57186,-0.66585
0.09446,0.4613,0.57086,-0.6426
0.10911,0.46147,0.56988,-0.6183
0.12442,0.46164,0.56889,-0.59277
0.14046,0.46181,0.56791,-0.56585
0.15734,0.46199,0.56693,-0.53736
0.17514,0.46217,0.56596,-0.50714
0.19396,0.46235,0.56499,-0.47502
0.21388,0.46253,0.56403,-0.44084
0.23497,0.46271,0.56307,-0.40446
0.2573,0.4629,0.56212,-0.36576
0.28091,0.46309,0.56117,-0.32464
0.30584,0.46328,0.56022,-0.28104
0.33209,0.46347,0.55928,-0.23491
0.35966,0.46367,0.55834,-0.18628
0.38852,0.46387,0.5574,-0.13518
0.41859,0.46407,0.55647,-0.081717
0.44979,0.46427,0.55554,-0.026054
0.482,0.46447,0.55462,0.031602
0.51506,0.46468,0.5537,0.090983
0.54878,0.46489,0.55279,0.15177
0.58297,0.4651,0.55188,0.21358
0.61738,0.46531,0.55097,0.27599
0.65175,0.46553,0.55007,0.33855
0.68582,0.46574,0.54917,0.40075
0.71931,0.46596,0.54827,0.46207
0.75192,0.46619,0.54738,0.522
0.78337,0.46641,0.54649,0.57999
0.8134,0.46664,0.54561,0.63555
0.84175,0.46687,0.54473,0.6882
0.86819,0.4671,0.54385,0.73751
0.89253,0.46733,0.54298,0.78308
0.9146,0.46757,0.54211,0.82461
0.93427,0.4678,0.54125,0.86184
0.95148,0.46804,0.54038,0.89461
0.96617,0.46829,0.53953,0.92281
0.97835,0.46853,0.53867,0.94642
0.98805,0.46878,0.53782,0.96551
0.99537,0.46903,0.53698,0.98019
1.0004,0.46928,0.53614,0.99065
1.0033,0.46953,0.5353,0.99711
1.0042,0.46979,0.53446,0.99986
1.0032,0.47005,0.53363,0.99919
1.0007,0.47031,0.5328,0.99545
0.99668,0.47057,0.53198,0.98896
0.99141,0.47084,0.53116,0.98007
0.98505,0.4711,0.53034,0.9691
0.97779,0.47137,0.52953,0.95636
0.96978,0.47165,0.52872,0.94216
0.96117,0.47192,0.52791,0.92676
0.95207,0.4722,0.52711,0.91038
0.9426,0.47248,0.52631,0.89324
0.93284,0.47276,0.52551,0.87549
0.92287,0.47304,0.52472,0.85727
0.91273,0.47333,0.52393,0.83867
0.90247,0.47362,0.52315,0.81975
0.89208,0.47391,0.52236,0.80054
0.88158,0.4742,0.52159,0.78104
0.87095,0.4745,0.52081,0.76121
0.86014,0.4748,0.52004,0.741
0.84914,0.4751,0.51927,0.72031
0.83787,0.4754,0.51851,0.69906
0.82628,0.47571,0.51774,0.67712
0.8143,0.47602,0.51699,0.65435
0.80186,0.47633,0.51623,0.63059
0.78886,0.47664,0.51548,0.6057
0.77524,0.47695,0.51473,0.5795
0.7609,0.47727,0.51399,0.55181
0.74575,0.47759,0.51325,0.52248
0.72972,0.47791,0.51251,0.49133
0.71273,0.47824,0.51177,0.45819
0.6947,0.47857,0.51104,0.42293
0.67557,0.4789,0.51031,0.38541
0.6553,0.47923,0.50959,0.34551
0.63383,0.47956,0.50887,0.30316
0.61115,0.4799,0.50815,0.25829
0.58726,0.48024,0.50743,0.21091
0.56218,0.48058,0.50672,0.16103
0.53595,0.48093,0.50601,0.10873
0.50864,0.48127,0.50531,0.054149
0.48034,0.48162,0.5046,-0.0025403
0.45119,0.48198,0.5039,-0.061096
0.42133,0.48233,0.50321,-0.12122
0.39094,0.48269,0.50251,-0.18257
0.36023,0.48305,0.50182,-0.24474
0.32942,0.48341,0.50114,-0.30728
0.29875,0.48378,0.50045,-0.36973
0.26847,0.48414,0.49977,-0.43155
0.23884,0.48451,0.4991,-0.49224
0.21012,0.48489,0.49842,-0.55127
0.18258,0.48526,0.49775,-0.60811
0.15644,0.48564,0.49708,-0.66227
0.13193,0.48602,0.49642,-0.7133
0.10924,0.4864,0.49575,-0.76078
0.08855,0.48679,0.49509,-0.80437
0.069982,0.48718,0.49444,-0.84378
0.053634,0.48757,0.49378,-0.87879
0.039564,0.48796,0.49313,-0.90928
0.02779,0.48836,0.49249,-0.93519
0.018296,0.48876,0.49184,-0.95653
0.011027,0.48916,0.4912,-0.97339
0.0059006,0.48956,0.49056,-0.98593
0.0028058,0.48997,0.48993,-0.99436
0.0016092,0.49038,0.48929,-0.99893
0.0021605,0.49079,0.48866,-0.99993
0.0042978,0.49121,0.48804,-0.99769
0.0078521,0.49162,0.48741,-0.99253
0.012653,0.49204,0.48679,-0.98479
0.018533,0.49247,0.48617,-0.97482
0.025332,0.49289,0.48556,-0.96293
0.032898,0.49332,0.48495,-0.94943
0.041092,0.49375,0.48434,-0.9346
0.049793,0.49419,0.48373,-0.91868
0.058893,0.49462,0.48313,-0.9019
0.068301,0.49506,0.48252,-0.88443
0.077947,0.4955,0.48193,-0.86643
0.087774,0.49595,0.48133,-0.84801
0.097745,0.4964,0.48074,-0.82925
0.10784,0.49685,0.48015,-0.81018
0.11805,0.4973,0.47956,-0.79083
0.12838,0.49776,0.47898,-0.77117
0.13887,0.49821,0.47839,-0.75116
0.14953,0.49868,0.47782,-0.73072
0.16041,0.49914,0.47724,-0.70977
0.17157,0.49961,0.47667,-0.68819
0.18307,0.50008,0.4761,-0.66585
0.19498,0.50055,0.47553,-0.6426
0.20736,0.50103,0.47496,-0.6183
0.2203,0.50151,0.4744,-0.59277
0.23387,0.50199,0.47384,-0.56585
0.24815,0.50247,0.47328,-0.53736
0.26322,0.50296,0.47273,-0.50714
0.27916,0.50345,0.47217,-0.47502
0.29603,0.50395,0.47163,-0.44084
0.31391,0.50444,0.47108,-0.40446
0.33284,0.50494,0.47053,-0.36576
0.35286,0.50544,0.46999,-0.32464
0.37401,0.50595,0.46945,-0.28104
0.3963,0.50646,0.46892,-0.23491
0.41972,0.50697,0.46838,-0.18628
0.44424,0.50748,0.46785,-0.13518
0.46981,0.508,0.46732,-0.081717
0.49636,0.50852,0.4668,-0.026054
0.52378,0.50904,0.46627,0.031602
0.55194,0.50957,0.46575,0.090983
0.58071,0.5101,0.46524,0.15177
0.60989,0.51063,0.46472,0.21358
0.63928,0.51117,0.46421,0.27599
0.66869,0.5117,0.4637,0.33855
0.69787,0.51225,0.46319,0.40075
0.72658,0.51279,0.46268,0.46207
0.75459,0.51334,0.46218,0.522
0.78166,0.51389,0.46168,0.57999
0.80755,0.51444,0.46118,0.63555
0.83205,0.515,0.46068,0.6882
0.85496,0.51556,0.46019,0.73751
0.87611,0.51613,0.4597,0.78308
0.89536,0.51669,0.45921,0.82461
0.91261,0.51726,0.45873,0.86184
0.92778,0.51784,0.45824,0.89461
0.94084,0.51841,0.45776,0.92281
0.95177,0.51899,0.45728,0.94642
